Transaction_ID,Transaction_Date,Region,Product,Customer_ID,Sales_Amount,Cost_Amount,Profit_Reported,Discount_Percentage,Payment_Method
TXN75228,25-02-2024,North,Product B,1045,9151,27496,-18345,0,Cash
TXN10155,2024/02/01,South,Product B,1095,16143,24166,-8023,5,Cash
TXN85888,2024/03/13,North,Product B,1041,46106,26856,19250,5,UPI
TXN90836,04-04-2024,West,Product D,1001,44214,27508,15976,20,Credit Card
TXN59943,18-04-2024,North,Product A,1100,20476,23398,-2922,15,
TXN72493,2024/10/14,South,Product D,1008,45739,7619,38120,0,Credit Card
TXN29509,24-04-2024,West,Product B,1057,46273,8488,37785,10,UPI
TXN65279,03-05-2024,West,Product D,1008,12888,1498,10182,5,Debit Card
TXN18998,2024/08/12,West,Product A,1033,40309,5628,34681,5,Credit Card
TXN54321,2024/08/08,,Product A,1020,3200,23707,-20507,0,UPI
TXN20046,16-01-2024,,Product B,1017,15626,4789,10837,5,
TXN78416,2024/06/29,,Product A,1100,33114,24723,8391,20,Cash
TXN10430,06-09-2024,South,Product D,1016,18620,9259,9361,5,Credit Card
TXN23295,2024/05/17,West,Product C,1062,37604,39018,-1414,10,Debit Card
TXN60388,2024/02/09,,Product B,1015,36175,26370,9805,5,UPI
TXN22168,2024/04/22,West,Product A,1055,12250,7993,4257,5,UPI
TXN59974,31-10-2024,North,Product B,1020,8720,20020,-9618,15,Debit Card
TXN40275,2024/01/11,,Product C,1007,10617,38837,-28220,5,Cash
TXN51915,2024/02/24,,Product D,1088,3544,25416,-21872,15,UPI
TXN43101,17-02-2024,South,Product B,1017,17017,27579,-10562,20,Cash
TXN89398,2024/05/27,West,Product B,1069,26018,22194,3824,10,UPI
TXN82999,2024/07/18,West,Product A,1006,7947,29940,-21993,10,Credit Card
TXN13377,20-10-2024,East,Product D,1015,33144,25944,7200,5,Cash
TXN59584,12-03-2024,South,Product A,1017,49995,22881,27114,15,
TXN76636,2024/10/25,,Product B,1053,17787,21835,-4048,5,Debit Card
TXN66277,26-08-2024,West,Product B,1008,41523,29469,12855,20,Cash
TXN61105,22-10-2024,North,Product C,1089,4381,21751,-17370,10,Cash
TXN90100,2024/02/08,,Product D,1100,37071,28342,8729,0,Cash
TXN13125,2024/09/23,,Product C,1088,20804,38896,-18092,20,Cash
TXN52603,2024/09/06,West,Product A,1024,40123,32586,7537,15,
TXN96027,2024/06/12,South,Product C,1085,33518,16982,16536,0,Cash
TXN88852,2024/08/29,West,Product D,1054,9937,32277,-22340,5,Debit Card
TXN79358,2024/03/11,,Product A,1020,2647,37676,-35029,15,Cash
TXN73178,2024/07/30,North,Product C,1075,39564,18903,20661,15,Cash
TXN72690,2024/04/20,West,Product B,1098,46595,9284,37311,20,Credit Card
TXN11251,2024/04/30,,Product B,1098,6904,12923,-6019,10,
TXN49166,2024/06/25,,Product D,1010,35528,25079,10449,20,UPI
TXN29882,2024/01/17,West,Product A,1003,36274,1338,34936,0,UPI
TXN19990,21-02-2024,North,Product A,1002,30410,6422,23988,0,Cash
TXN26992,2024/10/01,East,Product A,1093,38245,28569,9676,15,Cash
TXN78677,29-06-2024,West,Product C,1022,31001,5655,24963,10,UPI
TXN39491,2024/03/08,East,Product A,1083,24119,7633,16486,20,Cash
TXN30172,24-05-2024,East,Product A,1003,25421,32069,-6648,20,
TXN54317,08-04-2024,East,Product B,1019,42289,29816,12473,20,
TXN48118,2024/08/12,South,Product D,1035,42295,756,41539,5,Credit Card
TXN64112,2024/12/11,South,Product A,1010,14708,1849,12859,0,UPI
TXN69285,24-09-2024,South,Product A,1047,18932,12344,6588,5,Credit Card
TXN61880,2024/07/11,,Product A,1076,43634,21340,22294,15,Debit Card
TXN15268,29-01-2024,,Product D,1087,22156,8985,13171,10,Debit Card
TXN34055,11-06-2024,North,Product C,1052,6692,17901,-11209,20,
TXN97646,2024/05/23,,Product A,1058,13564,21833,-8269,20,Credit Card
TXN24317,19-09-2024,East,Product C,1083,48631,33651,14980,20,Credit Card
TXN99723,16-05-2024,East,Product C,1068,3571,35304,-31733,0,Cash
TXN95765,2024/03/03,,Product C,1037,10505,14859,-4354,5,Cash
TXN32332,24-12-2024,East,Product C,1091,43585,25323,18262,5,
TXN77609,2024/02/14,East,Product D,1058,10389,17788,-7399,10,Credit Card
TXN41084,2024/03/16,South,Product C,1057,21098,10690,10408,5,
TXN42508,09-08-2024,,Product C,1089,2869,24625,-20763,10,Debit Card
TXN71188,2024/09/25,,Product C,1009,21198,4792,16406,10,UPI
TXN53725,02-02-2024,,Product A,1004,8473,7980,493,0,Credit Card
TXN82145,07-02-2024,West,Product D,1027,13023,37475,-23974,15,UPI
TXN12080,2024/11/18,,Product C,1059,35766,34385,1381,15,Cash
TXN98191,2024/08/20,East,Product C,1056,20232,3822,16410,5,
TXN15706,19-04-2024,,Product A,1014,3415,29247,-25832,5,
TXN16293,04-10-2024,,Product B,1026,49141,15320,33821,20,
TXN17678,15-02-2024,South,Product C,1047,35606,5381,30225,0,Credit Card
TXN44286,2024/09/15,East,Product B,1041,15199,13035,2754,10,UPI
TXN37986,2024/12/30,South,Product B,1073,34882,38249,-3367,5,
TXN52085,2024/02/06,South,Product D,1059,13565,17101,-3536,10,Cash
TXN77158,2024/12/04,,Product A,1066,29959,26907,3052,15,Credit Card
TXN80452,26-02-2024,North,Product B,1002,46008,37291,8717,15,UPI
TXN10683,2024/10/01,North,Product B,1087,4191,8869,-4678,10,Credit Card
TXN41092,2024/11/05,West,Product C,1012,16203,17652,-1449,10,
TXN23498,31-03-2024,West,Product A,1064,44967,21274,24023,15,Credit Card
TXN64949,2024/05/12,,Product A,1093,26203,39000,-12797,10,UPI
TXN48712,15-11-2024,East,Product D,1010,11468,25419,-12175,10,Debit Card
TXN93255,2024/04/20,East,Product D,1045,48675,13314,35361,10,
TXN33901,25-09-2024,North,Product A,1053,34731,17058,17673,5,Cash
TXN38998,2024/05/07,South,Product D,1078,8500,28120,-19620,10,Debit Card
TXN28714,08-08-2024,North,Product A,1029,6434,12963,-6529,15,
TXN51258,02-11-2024,East,Product D,1052,24392,10883,13509,5,
TXN49159,24-08-2024,,Product A,1079,35593,39721,-5592,20,
TXN77236,2024/06/29,South,Product C,1017,34964,6641,28323,15,UPI
TXN33549,28-03-2024,North,Product C,1019,3620,35343,-31723,0,Cash
TXN19630,17-07-2024,North,Product A,1054,48634,17689,30945,10,Cash
TXN23633,28-08-2024,South,Product D,1098,18923,29925,-11002,5,
TXN68623,19-02-2024,South,Product C,1044,27148,683,26465,10,UPI
TXN41061,2024/02/13,,Product D,1022,22392,13802,8590,0,UPI
TXN21098,2024/01/29,West,Product B,1100,10475,19969,-9494,5,Debit Card
TXN33898,2024/01/15,West,Product B,1081,11639,34966,-23327,0,Credit Card
TXN64820,2024/02/06,West,Product A,1031,6738,23513,-16775,10,UPI
TXN37734,2024/07/25,East,Product D,1099,47151,2168,44983,5,UPI
TXN53777,2024/06/22,South,Product B,1058,23012,13250,9762,10,Debit Card
TXN75489,10-11-2024,North,Product C,1025,46291,8540,37751,5,UPI
TXN93622,2024/11/18,,Product D,1006,19772,30010,-10238,5,Credit Card
TXN58145,2024/03/13,West,Product D,1061,37114,16493,20621,10,
TXN80062,2024/04/05,West,Product D,1006,24244,1363,22881,5,Cash
TXN97109,11-07-2024,East,Product B,1096,2753,4613,-1860,5,Credit Card
TXN96346,2024/08/04,East,Product C,1037,34923,25757,9166,20,
TXN89450,2024/10/05,West,Product A,1004,41574,34537,7037,5,Debit Card
TXN55824,2024/05/17,North,Product B,1038,41655,19557,22098,15,
TXN30528,16-06-2024,North,Product D,1064,40389,2820,37569,5,UPI
TXN38963,02-05-2024,,Product D,1055,7776,33861,-26085,20,
TXN40445,12-10-2024,South,Product B,1056,10166,13941,-3775,0,UPI
TXN72830,2024/01/04,South,Product C,1013,27400,22759,4641,15,Cash
TXN71697,2024/01/20,North,Product D,1067,48370,7254,39776,10,Debit Card
TXN64690,2024/12/16,North,Product A,1010,9849,21803,-11954,10,
TXN36978,24-09-2024,,Product C,1047,5688,35568,-29880,5,Cash
TXN33841,2024/05/16,,Product D,1006,27356,14982,12374,15,Debit Card
TXN60676,2024/07/01,West,Product C,1076,1341,11801,-10460,15,Debit Card
TXN89776,07-03-2024,South,Product B,1018,11762,17224,-5462,5,UPI
TXN76300,05-03-2024,,Product A,1085,33562,14575,18987,5,Cash
TXN83160,2024/08/03,,Product C,1056,27208,9284,17924,5,
TXN87846,2024/03/13,West,Product A,1091,30398,7068,23330,5,
TXN32493,29-09-2024,South,Product B,1024,25978,8054,17924,0,UPI
TXN14877,2024/02/26,East,Product A,1086,35821,26136,9685,0,Cash
TXN60883,21-07-2024,East,Product C,1083,7821,14367,-6546,0,Cash
TXN73056,16-05-2024,South,Product B,1068,40174,37928,2246,15,Credit Card
TXN53385,2024/06/22,West,Product A,1035,12339,25275,-12936,0,UPI
TXN40638,22-08-2024,West,Product C,1033,42726,3668,39058,5,UPI
TXN14379,2024/07/22,South,Product A,1059,14298,28441,-14143,10,
TXN82369,01-05-2024,,Product A,1091,26968,29613,-2645,15,UPI
TXN15946,2024/03/04,East,Product A,1034,26085,17701,8384,0,Cash
TXN64354,2024/05/11,West,Product A,1037,43292,21042,22250,15,Credit Card
TXN56410,2024/05/28,North,Product A,1033,38850,10354,28496,10,Credit Card
TXN67657,2024/12/17,South,Product B,1077,21890,27009,-5119,10,Credit Card
TXN36533,2024/06/19,,Product D,1042,22078,30850,-8772,0,Credit Card
TXN54207,18-01-2024,East,Product B,1067,31707,17462,14245,5,Debit Card
TXN77231,2024/03/08,North,Product A,1027,43464,28133,15331,15,Credit Card
TXN81214,14-03-2024,East,Product D,1047,37437,36732,705,15,UPI
TXN19209,31-01-2024,West,Product C,1073,29514,24359,5155,20,Credit Card
TXN36666,2024/08/22,South,Product C,1001,24170,23428,742,20,Credit Card
TXN80240,2024/10/25,West,Product B,1096,41998,38921,3077,0,Credit Card
TXN19670,27-04-2024,West,Product D,1010,29065,3470,25595,10,Cash
TXN30784,15-11-2024,West,Product B,1005,30245,5162,25083,5,Debit Card
TXN88844,03-02-2024,South,Product C,1031,14567,4498,10069,15,Cash
TXN45639,03-07-2024,,Product C,1030,2535,36807,-34272,10,Credit Card
TXN69848,2024/05/20,,Product D,1068,39604,3511,36093,0,Cash
TXN70916,2024/02/19,South,Product B,1057,41620,28350,13270,10,Debit Card
TXN13744,2024/06/02,South,Product B,1099,7159,19435,-12276,10,Cash
TXN23243,2024/07/14,,Product D,1035,14577,33384,-18807,0,Debit Card
TXN93992,2024/04/23,North,Product A,1070,15585,23959,-8374,20,Debit Card
TXN26787,03-12-2024,West,Product B,1007,30134,39305,-9171,5,UPI
TXN81057,27-12-2024,South,Product A,1072,20910,28178,-7268,15,Cash
TXN87334,2024/07/21,West,Product C,1033,22898,32509,-9655,10,
TXN34453,09-11-2024,West,Product A,1076,24309,3367,19546,20,UPI
TXN96961,2024/10/11,,Product D,1098,46683,19963,26720,15,Cash
TXN50603,2024/01/09,South,Product B,1043,42016,2678,39338,5,UPI
TXN12532,2024/11/03,South,Product A,1077,32336,38377,-6041,5,UPI
TXN27497,24-02-2024,North,Product A,1025,9761,11230,-1469,20,UPI
TXN44093,23-01-2024,,Product C,1029,16822,27896,-11074,20,Cash
TXN37091,18-06-2024,,Product C,1059,35780,7293,28487,20,
TXN54254,24-06-2024,,Product C,1083,49772,22401,27371,10,Credit Card
TXN93052,2024/06/04,West,Product A,1098,42501,12381,30120,0,
TXN42983,2024/10/20,West,Product B,1095,22933,21902,2709,0,
TXN34663,2024/10/20,South,Product D,1096,10379,10103,276,20,Cash
TXN70063,08-01-2024,West,Product D,1098,23426,23835,-409,20,
TXN87289,2024/02/29,West,Product C,1071,2632,36427,-33795,5,
TXN22437,14-10-2024,,Product B,1068,14833,1548,13285,5,UPI
TXN58101,08-10-2024,North,Product D,1008,3973,7788,-3815,20,Cash
TXN44783,2024/11/05,West,Product C,1100,25515,29474,-3959,20,Cash
TXN63737,31-10-2024,East,Product A,1029,48909,3052,45857,0,UPI
TXN94093,16-07-2024,East,Product A,1048,24284,25989,-1705,0,UPI
TXN96807,27-02-2024,West,Product A,1011,4231,17078,-12847,5,Credit Card
TXN55953,2024/10/06,East,Product D,1082,33125,3801,29324,10,
TXN40018,2024/08/28,,Product C,1070,14311,22897,-8586,5,Cash
TXN75400,21-09-2024,North,Product B,1013,26386,28504,-2118,10,
TXN87105,20-10-2024,,Product D,1092,11623,27707,-16084,15,Debit Card
TXN49163,16-03-2024,West,Product A,1053,41434,34496,6938,10,Credit Card
TXN57921,05-01-2024,North,Product C,1078,30213,10131,20082,0,UPI
TXN80670,27-03-2024,West,Product D,1013,40673,37132,3541,5,UPI
TXN99656,17-01-2024,North,Product A,1050,1938,27982,-26044,5,Cash
TXN37842,2024/05/01,West,Product A,1047,47312,37890,9422,20,
TXN56996,2024/02/13,West,Product C,1080,32471,15019,17452,5,Cash
TXN59818,2024/07/31,North,Product D,1058,29270,11621,17649,20,Debit Card
TXN42395,2024/06/07,,Product D,1000,7279,16831,-9552,5,Credit Card
TXN39270,25-11-2024,,Product B,1067,18173,14348,3825,5,Credit Card
TXN71063,09-01-2024,East,Product D,1008,45927,18678,27249,10,Debit Card
TXN99473,17-05-2024,South,Product D,1025,44859,19994,24865,0,Debit Card
TXN26392,2024/04/17,East,Product A,1074,27069,3063,24006,10,Credit Card
TXN80873,26-10-2024,,Product A,1030,44145,29614,14531,5,Credit Card
TXN25828,2024/04/20,South,Product D,1031,48033,6862,41171,10,Debit Card
TXN76468,2024/04/04,West,Product D,1081,3632,9194,-5562,20,UPI
TXN94212,02-06-2024,North,Product C,1058,11955,32127,-20172,10,Debit Card
TXN83159,20-08-2024,South,Product D,1055,45076,30990,14086,0,UPI
TXN23573,10-05-2024,West,Product C,1042,45073,5735,37421,15,Debit Card
TXN51876,2024/07/28,East,Product B,1077,18655,22937,-4282,10,Cash
TXN83880,2024/05/27,North,Product C,1060,16091,28789,-13332,0,
TXN97845,09-04-2024,West,Product B,1046,7552,2305,5247,15,Cash
TXN39106,2024/12/07,East,Product C,1093,44883,37476,7407,5,Credit Card
TXN71316,15-11-2024,West,Product A,1023,7101,20673,-13376,10,UPI
TXN27592,22-03-2024,,Product A,1015,2941,29285,-26344,10,UPI
TXN33486,2024/03/13,East,Product A,1017,12731,9057,3674,20,Credit Card
TXN63347,2024/08/19,East,Product B,1009,32082,34792,-2710,10,Cash
TXN60699,17-08-2024,,Product B,1097,29175,16598,12577,5,Debit Card
TXN44709,2024/07/19,North,Product D,1037,49413,21983,27430,10,Cash
TXN54002,2024/07/15,,Product D,1098,33210,38540,-6176,15,
TXN18401,2024/05/05,South,Product B,1050,14784,3150,11634,15,Debit Card
TXN27930,22-11-2024,North,Product B,1077,13825,34096,-20271,10,Debit Card
TXN54678,28-05-2024,North,Product C,1021,1562,26282,-24720,5,
TXN71184,2024/08/07,East,Product C,1050,21671,14204,7467,20,Debit Card
TXN33348,12-05-2024,North,Product C,1055,41376,39380,1996,15,Cash
TXN74354,2024/10/18,South,Product D,1093,1213,22319,-21106,20,Credit Card
TXN42552,2024/01/31,North,Product A,1091,12781,9477,3304,15,Debit Card
TXN65212,02-03-2024,South,Product D,1003,46804,25975,20829,10,Cash
TXN80446,08-11-2024,South,Product C,1030,32182,15024,17158,0,UPI
TXN10121,19-05-2024,South,Product C,1024,26593,27563,-970,5,UPI
TXN76507,25-05-2024,South,Product B,1071,31859,8599,23260,5,
TXN67307,2024/11/06,West,Product A,1079,35900,30573,5327,10,UPI
TXN24603,2024/04/03,,Product A,1091,3488,32815,-29327,20,Credit Card
TXN24809,12-05-2024,South,Product B,1073,46041,15242,30799,10,Debit Card
TXN39917,2024/10/19,East,Product A,1068,1943,18603,-16660,15,Credit Card
TXN62779,2024/12/03,South,Product B,1063,21230,29788,-8558,20,UPI
TXN99236,2024/03/27,South,Product C,1095,29491,29319,-141,0,Credit Card
TXN12733,23-01-2024,East,Product B,1039,9433,22499,-13066,0,Debit Card
TXN68834,30-11-2024,,Product D,1066,7541,30494,-22953,15,Cash
TXN98441,2024/07/06,West,Product D,1096,43163,1694,41469,0,
TXN77272,2024/07/03,,Product A,1045,29355,30721,-1366,10,
TXN28117,2024/09/26,,Product D,1066,8258,34065,-25807,20,Debit Card
TXN61025,28-05-2024,East,Product B,1008,49423,36329,13094,15,Debit Card
TXN85585,2024/09/19,East,Product A,1020,47887,30328,17559,0,UPI
TXN69814,20-05-2024,South,Product D,1056,34429,37689,-3260,0,Credit Card
TXN45777,19-05-2024,,Product B,1025,46066,32046,14020,15,Cash
TXN53323,2024/11/12,East,Product C,1015,8335,30667,-22332,10,Credit Card
TXN89432,10-12-2024,North,Product A,1062,42404,18349,24055,15,Cash
TXN48177,2024/12/08,,Product C,1018,33266,19046,14220,10,Debit Card
TXN55868,03-04-2024,,Product C,1077,44059,5876,38183,10,
TXN27103,26-02-2024,South,Product A,1063,29241,8631,20610,10,Cash
TXN66861,2024/01/10,West,Product A,1065,39871,23448,16423,10,Credit Card
TXN52277,2024/09/03,South,Product B,1063,4575,3988,587,0,
TXN73576,2024/05/27,,Product A,1077,8765,29095,-20330,0,Cash
TXN78850,2024/12/01,,Product B,1080,42519,1422,41097,0,UPI
TXN77189,2024/03/15,North,Product B,1021,26600,11530,15070,20,UPI
TXN98187,02-06-2024,,Product C,1075,12106,1929,10177,10,Credit Card
TXN52882,14-04-2024,East,Product B,1009,34315,8262,26053,15,Debit Card
TXN30036,2024/05/24,West,Product C,1004,32171,12721,19450,5,
TXN38274,2024/10/01,North,Product A,1006,30039,23037,7002,5,UPI
TXN48271,2024/06/19,South,Product A,1007,3770,25261,-21491,15,Cash
TXN56245,2024/11/27,North,Product D,1032,30618,515,30103,15,Credit Card
TXN73265,2024/04/25,North,Product C,1066,26914,17831,9083,20,Debit Card
TXN24567,30-03-2024,North,Product C,1064,10392,7913,2479,10,UPI
TXN25938,2024/03/10,,Product C,1019,3322,14693,-11371,5,Cash
TXN12100,2024/11/15,South,Product C,1002,44679,8370,36309,10,UPI
TXN61469,2024/06/04,East,Product A,1043,39412,15584,23828,15,Debit Card
TXN85203,2024/01/05,,Product D,1021,27063,32871,-5808,0,
TXN36475,2024/01/13,East,Product A,1064,43979,18163,25816,0,Cash
TXN13571,2024/12/23,,Product A,1042,18746,34077,-15643,20,
TXN72948,2024/06/19,East,Product C,1080,16150,22369,-6219,10,UPI
TXN18557,2024/06/03,North,Product C,1012,28229,33092,-4863,20,UPI
TXN38243,2024/10/23,South,Product C,1002,46315,6248,40067,10,Cash
TXN76598,2024/10/27,South,Product D,1026,16104,12690,3414,5,
TXN31653,2024/03/28,West,Product B,1050,49770,38087,13289,20,
TXN51430,29-06-2024,,Product D,1015,38317,38946,-629,0,UPI
TXN39943,2024/10/08,West,Product A,1032,40474,20977,19497,10,Cash
TXN57432,22-12-2024,,Product A,1055,10411,20054,-9643,15,
TXN79788,02-07-2024,North,Product B,1034,6574,31594,-25020,0,Cash
TXN92000,19-10-2024,East,Product D,1094,32864,10067,22797,20,Debit Card
TXN42044,2024/06/23,North,Product B,1003,36001,8880,27121,10,Credit Card
TXN72699,2024/03/29,East,Product B,1053,4236,35238,-31002,15,Credit Card
TXN63252,2024/05/28,South,Product D,1035,8454,28513,-20059,0,Credit Card
TXN27261,2024/09/04,,Product B,1068,4891,3614,1277,15,Credit Card
TXN95049,2024/06/12,,Product D,1047,29559,6846,22713,5,UPI
TXN54167,26-03-2024,North,Product C,1079,45302,34969,10333,10,Debit Card
TXN48083,2024/12/02,South,Product B,1054,24460,10207,14253,20,Credit Card
TXN35367,11-06-2024,North,Product C,1079,32980,4174,28806,5,Credit Card
TXN27795,01-05-2024,West,Product C,1097,15760,25916,-10156,20,Debit Card
TXN65038,12-02-2024,,Product A,1047,38332,6860,31472,5,UPI
TXN48484,2024/11/04,North,Product B,1100,21121,26731,-5220,10,UPI
TXN28123,2024/12/29,West,Product D,1048,46052,39946,6106,5,Credit Card
TXN88788,2024/07/06,East,Product B,1017,25581,5695,19886,20,Debit Card
TXN81521,2024/01/19,South,Product B,1004,14831,13096,1735,15,Cash
TXN45815,13-01-2024,East,Product D,1049,14492,1539,12953,5,Cash
TXN30433,08-02-2024,East,Product C,1060,13715,6462,7253,5,
TXN65658,17-03-2024,East,Product B,1082,26590,8760,17830,5,Credit Card
TXN92126,2024/12/05,South,Product B,1093,6624,2347,6165,10,Debit Card
TXN17060,2024/04/26,East,Product D,1013,9132,31399,-22267,20,Debit Card
TXN34280,2024/11/22,South,Product A,1029,19951,30562,-10611,5,Cash
TXN44949,10-02-2024,,Product A,1009,41885,11883,30002,15,
TXN36515,2024/05/20,South,Product C,1022,29832,29308,524,15,UPI
TXN51427,03-08-2024,,Product C,1033,30280,34553,-4273,15,Credit Card
TXN17663,20-07-2024,,Product D,1044,14892,9600,6834,10,UPI
TXN78463,11-10-2024,East,Product A,1077,44888,24823,20065,10,Cash
TXN17842,2024/12/23,,Product C,1072,26878,11162,15716,0,Credit Card
TXN31074,2024/11/28,North,Product A,1072,47419,24443,22976,20,Credit Card
TXN66565,2024/02/25,East,Product A,1057,35167,28426,6741,20,Credit Card
TXN88017,14-10-2024,,Product A,1022,15889,16737,-848,20,UPI
TXN70649,2024/01/06,South,Product C,1067,47333,30227,17106,15,Credit Card
TXN58824,12-06-2024,West,Product C,1028,21502,19414,3518,15,Cash
TXN43819,12-11-2024,West,Product B,1064,25371,21894,3477,20,Cash
TXN24566,17-03-2024,North,Product B,1076,31373,22926,8447,10,Debit Card
TXN38880,2024/11/17,East,Product B,1050,38590,39885,-1295,0,Cash
TXN77381,2024/11/24,North,Product A,1061,24620,39567,-14947,15,
TXN47649,28-01-2024,,Product D,1000,30563,24437,6126,15,
TXN83671,2024/03/09,South,Product A,1088,9701,4831,4870,0,Cash
TXN20144,28-05-2024,East,Product B,1027,20264,6474,13790,10,UPI
TXN80835,18-03-2024,North,Product B,1091,11507,4361,7146,5,
TXN17776,2024/09/05,North,Product D,1058,38663,35441,3222,15,Cash
TXN32198,2024/10/12,,Product B,1096,46520,19058,27462,5,Debit Card
TXN98637,2024/12/29,East,Product B,1090,1493,39788,-38295,0,Cash
TXN86095,2024/10/08,,Product D,1008,42771,20613,22158,10,Credit Card
TXN32004,12-07-2024,,Product D,1022,44864,5190,39674,15,Credit Card
TXN26507,12-08-2024,East,Product C,1020,12092,29256,-16253,15,Cash
TXN10843,16-02-2024,West,Product B,1049,31731,3410,28321,0,Credit Card
TXN55660,26-03-2024,West,Product A,1066,37860,7719,30141,0,Cash
TXN44180,2024/09/08,East,Product D,1055,18463,15722,2741,20,Credit Card
TXN35827,30-04-2024,,Product A,1080,14993,3518,13375,20,UPI
TXN35137,2024/12/07,West,Product C,1011,38007,34862,3145,15,
TXN42542,2024/11/21,East,Product C,1089,7365,36007,-28642,0,
TXN93036,2024/10/25,North,Product D,1014,23709,34913,-11204,5,Credit Card
TXN46040,2024/05/28,East,Product A,1025,19835,29013,-9178,15,Debit Card
TXN26104,2024/12/02,,Product B,1016,29096,35866,-6770,15,Cash
TXN50445,03-09-2024,East,Product A,1025,25954,18435,7519,15,UPI
TXN96203,01-12-2024,East,Product C,1086,40883,35243,5640,15,
TXN98860,29-06-2024,South,Product B,1078,49349,1251,48098,5,Debit Card
TXN15740,2024/01/09,East,Product C,1022,12227,7418,4809,20,Cash
TXN91795,02-05-2024,,Product D,1006,5982,33861,-27879,0,Debit Card
TXN11145,04-01-2024,North,Product D,1086,25259,14603,10656,20,Cash
TXN59808,2024/01/11,West,Product B,1049,13265,5379,7886,20,UPI
TXN97094,2024/08/03,,Product A,1002,42390,2391,39999,0,
TXN79183,2024/06/02,,Product A,1083,37966,22595,15371,20,
TXN58861,30-09-2024,,Product A,1026,13079,3819,9260,20,Credit Card
TXN14649,2024/06/19,West,Product C,1049,16464,22317,-5853,15,UPI
TXN53588,2024/06/10,East,Product D,1005,44116,27425,16691,20,Credit Card
TXN48468,13-12-2024,West,Product D,1048,21222,20379,843,5,Credit Card
TXN15550,2024/04/10,East,Product A,1042,16055,21732,-5677,15,UPI
TXN35285,2024/07/17,West,Product B,1071,43216,18616,24600,10,UPI
TXN59532,2024/01/17,South,Product C,1066,29101,26366,2735,15,Cash
TXN56389,01-11-2024,,Product A,1019,18035,21916,-3881,15,Debit Card
TXN30198,2024/09/30,West,Product B,1049,8698,19025,-10327,5,Debit Card
TXN96124,20-06-2024,,Product C,1069,30177,18429,11748,20,Cash
TXN79908,25-01-2024,West,Product C,1028,47068,32263,14805,15,Debit Card
TXN77629,12-01-2024,,Product B,1026,29057,29870,-813,20,Debit Card
TXN44850,2024/04/10,North,Product C,1060,43688,5998,37690,20,Debit Card
TXN33848,2024/04/29,,Product D,1093,31853,11748,20105,15,Cash
TXN98654,12-09-2024,,Product C,1051,25126,28219,-2751,20,UPI
TXN57598,27-03-2024,,Product A,1093,40428,3388,37040,20,Credit Card
TXN43884,2024/05/14,,Product B,1017,16492,26951,-10459,20,UPI
TXN21414,17-05-2024,,Product B,1087,21607,4902,16705,10,UPI
TXN64396,2024/09/09,,Product B,1060,40930,15613,25317,20,Debit Card
TXN32191,21-05-2024,,Product D,1049,32980,26238,8474,15,Credit Card
TXN56570,2024/03/23,,Product D,1044,45662,34232,11430,10,Credit Card
TXN74927,2024/01/04,North,Product A,1019,3862,6609,-2747,0,Cash
TXN78945,2024/11/04,North,Product C,1018,2649,4654,-2005,15,Credit Card
TXN29698,10-10-2024,,Product B,1032,13621,19038,-5417,20,Credit Card
TXN97320,25-01-2024,North,Product C,1033,25599,17962,7637,10,
TXN67930,2024/06/24,West,Product D,1030,34209,34480,-271,5,UPI
TXN57240,20-12-2024,South,Product A,1024,9745,34919,-25174,15,Debit Card
TXN23025,05-12-2024,East,Product C,1068,46396,33791,12605,10,Debit Card
TXN61121,27-01-2024,South,Product D,1050,15980,29533,-13553,0,Cash
TXN33423,21-12-2024,South,Product C,1059,36326,4204,32122,5,Cash
TXN47748,26-01-2024,South,Product C,1098,21574,18028,3546,0,Debit Card
TXN91902,2024/06/03,West,Product B,1040,4375,29532,-25157,15,UPI
TXN10799,2024/07/31,,Product A,1046,3833,23221,-19388,0,Cash
TXN25221,2024/09/07,North,Product D,1088,6985,11123,-4138,0,Debit Card
TXN29958,22-09-2024,,Product B,1000,48761,16466,32295,0,Debit Card
TXN39462,2024/03/03,West,Product D,1005,39375,28087,11288,15,Cash
TXN30145,26-12-2024,North,Product D,1033,16775,5723,9843,0,Cash
TXN12169,2024/09/27,,Product B,1005,15570,2762,12808,15,Credit Card
TXN87057,2024/06/07,,Product C,1096,8003,33830,-25827,15,UPI
TXN79191,26-02-2024,North,Product C,1099,49790,19001,30789,0,Cash
TXN65512,25-12-2024,,Product D,1068,37829,6820,31009,5,Credit Card
TXN79145,20-06-2024,West,Product A,1005,20764,8022,12742,20,Cash
TXN21735,09-04-2024,West,Product A,1091,48789,25788,23911,15,Credit Card
TXN92236,14-05-2024,South,Product C,1039,22032,24371,-2339,5,Credit Card
TXN82190,07-03-2024,South,Product C,1061,26029,9749,16280,20,Credit Card
TXN37268,2024/10/16,West,Product A,1036,33518,23346,8660,0,Credit Card
TXN48857,2024/01/29,,Product B,1048,34865,27349,7516,10,UPI
TXN84927,2024/05/29,West,Product A,1020,38353,28115,9265,15,Credit Card
TXN31250,26-07-2024,South,Product C,1089,44422,20548,24078,15,Credit Card
TXN69257,2024/09/11,South,Product C,1045,26745,30303,-3558,0,UPI
TXN83244,2024/06/23,West,Product A,1026,29378,7650,21728,10,Debit Card
TXN24229,02-08-2024,East,Product A,1096,5925,37078,-31153,0,
TXN74186,2024/05/05,South,Product A,1039,20193,7105,13088,0,
